movie_id
13
3
4
1
5
2
2
2
5
2
8
12
11
11
10
10
13
13
5
5
9
9
9
9
13
2
13
12
12
13
13
13
13
12
12
12
4
11
5
13
8
9
13
8
17
5
11
18
22
21
21
22
21
22
23
22
23
21
22
23
20
22
23
24
22
24
21
22
23
17
5
11
5
10
12
22
23
24
23
25
22
21
22
26
22
1
14
14
5
11
5
17
10
18
12
23
21
26
22
24
24
24
24
24
24
28
27
19
2
20
22
5
12
18
18
18
18
18
22
22
29
5
